120;14;1,0,0.5,;0,1,-0.5,;0,0,1,;0.882361,-0.470574,0,;0.470574,0.882361,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;-1,-1,-1,;
120;16;1,0,-0.5,;0,1,0,;0,0,1,;0.999997,-0.00235481,0,;0.00235481,0.999997,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;-1,-1,-1,;
120;21;1,0,0,;0,1,1,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;-1,-1,-1,;
120;22;1,0,0,;0,1,1,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;-1,-1,-1,;
120;27;1,0,-0.5,;0,1,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;0.81,0,0,;0,1,0,;0,0,1,;-1,-1,-1,;
120;28;1,0,-1,;0,1,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;0.81,0,0,;0,1,0,;0,0,1,;-1,-1,-1,;
120;30;1,0,-10.5,;0,1,-6,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;-1,-1,-1,;
120;1;1,0,3.5,;0,1,-6,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;-1,-1,-1,;
120;26;1,0,-7.5,;0,1,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;-1,-1,-1,;
120;32;1,0,0,;0,1,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;-1,-1,-1,;
180;10;1,0,0,;0,1,0,;0,0,1,;-0.70848,-0.705731,0,;0.705731,-0.70848,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;-1,-1,-1,;
180;13;1,0,0.5,;0,1,2,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;0.617705,0,0,;0,0.544872,0,;0,0,1,;-1,-1,-1,;
180;15;1,0,0,;0,1,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;-1,-1,-1,;
180;24;1,0,-1,;0,1,-0.5,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;0.9,0,0,;0,1,0,;0,0,1,;-1,-1,-1,;
180;25;1,0,0,;0,1,-0.5,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;0.9,0,0,;0,1,0,;0,0,1,;-1,-1,-1,;
180;5;1,0,-0.5,;0,1,-1,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;1.21,0,0,;0,1.1,0,;0,0,1,;-1,-1,-1,;
180;14;1,0,0.5,;0,1,-0.5,;0,0,1,;0.663543,-0.748139,0,;0.748139,0.663543,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;-1,-1,-1,;
180;16;1,0,-0.5,;0,1,-0.5,;0,0,1,;0.75573,0.654884,0,;-0.654884,0.75573,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;-1,-1,-1,;
180;21;1,0,0,;0,1,1,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;-1,-1,-1,;
180;22;1,0,0,;0,1,1,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;-1,-1,-1,;
180;27;1,0,-0.5,;0,1,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;0.81,0,0,;0,1,0,;0,0,1,;-1,-1,-1,;
180;28;1,0,-1,;0,1,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;0.81,0,0,;0,1,0,;0,0,1,;-1,-1,-1,;
180;30;1,0,-10.5,;0,1,-6,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;-1,-1,-1,;
180;1;1,0,3.5,;0,1,-6,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;-1,-1,-1,;
180;26;1,0,-4.5,;0,1,0.5,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;-1,-1,-1,;
180;32;1,0,0,;0,1,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;-1,-1,-1,;
200;10;1,0,0,;0,1,0,;0,0,1,;-0.70848,-0.705731,0,;0.705731,-0.70848,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;0.4,0.776471,0.972549,;
200;13;1,0,0.5,;0,1,2,;0,0,1,;1,-0,0,;0,1,0,;0,0,1,;0.617705,0,0,;0,0.544872,0,;0,0,1,;0.992157,0.843137,0.811765,;
200;15;1,0,0,;0,1,0,;0,0,1,;1,-0,0,;0,1,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;0.854902,0,0,;
200;24;1,0,-1,;0,1,-0.5,;0,0,1,;1,-0,0,;0,1,0,;0,0,1,;0.9,0,0,;0,1,0,;0,0,1,;0.854902,0,0,;
200;25;1,0,0,;0,1,-0.5,;0,0,1,;1,-0,0,;0,1,0,;0,0,1,;0.9,0,0,;0,1,0,;0,0,1,;0.854902,0,0,;
200;5;1,0,-0.5,;0,1,-1,;0,0,1,;1,-0,0,;0,1,0,;0,0,1,;1.21,0,0,;0,1.1,0,;0,0,1,;0.854902,0,0,;
200;14;1,0,0.5,;0,1,-0.5,;0,0,1,;0.663543,-0.748138,0,;0.748138,0.663543,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;0.968627,0.854902,0.85098,;
200;16;1,0,-0.5,;0,1,-0.5,;0,0,1,;0.75573,0.654884,0,;-0.654884,0.75573,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;0.968627,0.854902,0.85098,;
200;21;1,0,0,;0,1,1,;0,0,1,;1,-0,0,;0,1,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;0,0,0,;
200;22;1,0,0,;0,1,1,;0,0,1,;1,-0,0,;0,1,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;0,0,0,;
200;27;1,0,-0.5,;0,1,0,;0,0,1,;1,-0,0,;0,1,0,;0,0,1,;0.81,0,0,;0,1,0,;0,0,1,;0,0,0,;
200;28;1,0,-1,;0,1,0,;0,0,1,;1,-0,0,;0,1,0,;0,0,1,;0.81,0,0,;0,1,0,;0,0,1,;0,0,0,;
200;30;1,0,-10.5,;0,1,-6,;0,0,1,;0.992745,0.120238,0,;-0.120238,0.992745,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;1,0.8,0,;
200;32;1,0,0,;0,1,0,;0,0,1,;0.992425,-0.122851,0,;0.122851,0.992425,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;1,0.8,0,;
200;1;1,0,3.5,;0,1,-6,;0,0,1,;1,-0,0,;0,1,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;0.976471,0.85098,0.815686,;
200;26;1,0,-2.5,;0,1,-0.166667,;0,0,1,;1,-0,0,;0,1,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;1,0.8,0,;
220;10;1,0,0,;0,1,0,;0,0,1,;-0.70848,-0.705731,0,;0.705731,-0.70848,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;0.4,0.776471,0.972549,;
220;13;1,0,0.5,;0,1,2,;0,0,1,;1,-0,0,;0,1,0,;0,0,1,;0.617705,0,0,;0,0.544872,0,;0,0,1,;0.992157,0.843137,0.811765,;
220;15;1,0,0,;0,1,0,;0,0,1,;1,-0,0,;0,1,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;0.854902,0,0,;
220;24;1,0,-1,;0,1,-0.5,;0,0,1,;1,-0,0,;0,1,0,;0,0,1,;0.9,0,0,;0,1,0,;0,0,1,;0.854902,0,0,;
220;25;1,0,0,;0,1,-0.5,;0,0,1,;1,-0,0,;0,1,0,;0,0,1,;0.9,0,0,;0,1,0,;0,0,1,;0.854902,0,0,;
220;5;1,0,-0.5,;0,1,-1,;0,0,1,;1,-0,0,;0,1,0,;0,0,1,;1.21,0,0,;0,1.1,0,;0,0,1,;0.854902,0,0,;
220;14;1,0,0.5,;0,1,-0.5,;0,0,1,;0.663543,-0.748138,0,;0.748138,0.663543,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;0.968627,0.854902,0.85098,;
220;16;1,0,-0.5,;0,1,-0.5,;0,0,1,;0.75573,0.654884,0,;-0.654884,0.75573,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;0.968627,0.854902,0.85098,;
220;21;1,0,0,;0,1,1,;0,0,1,;1,-0,0,;0,1,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;0,0,0,;
220;22;1,0,0,;0,1,1,;0,0,1,;1,-0,0,;0,1,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;0,0,0,;
220;27;1,0,-0.5,;0,1,0,;0,0,1,;1,-0,0,;0,1,0,;0,0,1,;0.81,0,0,;0,1,0,;0,0,1,;0,0,0,;
220;28;1,0,-1,;0,1,0,;0,0,1,;1,-0,0,;0,1,0,;0,0,1,;0.81,0,0,;0,1,0,;0,0,1,;0,0,0,;
220;30;1,0,-10.5,;0,1,-6,;0,0,1,;0.971086,0.238732,0,;-0.238732,0.971086,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;1,0.8,0,;
220;32;1,0,0,;0,1,0,;0,0,1,;0.969815,-0.243841,0,;0.243841,0.969815,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;1,0.8,0,;
220;1;1,0,3.5,;0,1,-6,;0,0,1,;1,-0,0,;0,1,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;0.976471,0.85098,0.815686,;
220;26;1,0,-0.5,;0,1,-0.583333,;0,0,1,;1,-0,0,;0,1,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;1,0.8,0,;
240;10;1,0,0,;0,1,0,;0,0,1,;-0.70848,-0.705731,0,;0.705731,-0.70848,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;-1,-1,-1,;
240;13;1,0,0.5,;0,1,2,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;0.617705,0,0,;0,0.544872,0,;0,0,1,;-1,-1,-1,;
240;15;1,0,0,;0,1,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;-1,-1,-1,;
240;24;1,0,-1,;0,1,-0.5,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;0.9,0,0,;0,1,0,;0,0,1,;-1,-1,-1,;
240;25;1,0,0,;0,1,-0.5,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;0.9,0,0,;0,1,0,;0,0,1,;-1,-1,-1,;
240;5;1,0,-0.5,;0,1,-1,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;1.21,0,0,;0,1.1,0,;0,0,1,;-1,-1,-1,;
240;14;1,0,0.5,;0,1,-0.5,;0,0,1,;0.663543,-0.748139,0,;0.748139,0.663543,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;-1,-1,-1,;
240;16;1,0,-0.5,;0,1,-0.5,;0,0,1,;0.75573,0.654884,0,;-0.654884,0.75573,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;-1,-1,-1,;
240;21;1,0,0,;0,1,1,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;-1,-1,-1,;
240;22;1,0,0,;0,1,1,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;-1,-1,-1,;
240;27;1,0,-0.5,;0,1,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;0.81,0,0,;0,1,0,;0,0,1,;-1,-1,-1,;
240;28;1,0,-1,;0,1,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;0.81,0,0,;0,1,0,;0,0,1,;-1,-1,-1,;
240;30;1,0,-10.5,;0,1,-6,;0,0,1,;0.935336,0.353763,0,;-0.353763,0.935336,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;-1,-1,-1,;
240;32;1,0,0,;0,1,0,;0,0,1,;0.932513,-0.361136,0,;0.361136,0.932513,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;-1,-1,-1,;
240;1;1,0,3.5,;0,1,-6,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;-1,-1,-1,;
240;26;1,0,1.5,;0,1,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;-1,-1,-1,;
300;10;1,0,0,;0,1,0,;0,0,1,;-0.70848,-0.705731,0,;0.705731,-0.70848,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;-1,-1,-1,;
300;13;1,0,0.5,;0,1,2,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;0.617705,0,0,;0,0.544872,0,;0,0,1,;-1,-1,-1,;
300;15;1,0,0,;0,1,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;-1,-1,-1,;
300;24;1,0,-1,;0,1,-0.5,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;0.9,0,0,;0,1,0,;0,0,1,;-1,-1,-1,;
300;25;1,0,0,;0,1,-0.5,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;0.9,0,0,;0,1,0,;0,0,1,;-1,-1,-1,;
300;5;1,0,-0.5,;0,1,-1,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;1.21,0,0,;0,1.1,0,;0,0,1,;-1,-1,-1,;
300;14;1,0,0.5,;0,1,-0.5,;0,0,1,;0.663543,-0.748139,0,;0.748139,0.663543,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;-1,-1,-1,;
300;16;1,0,-0.5,;0,1,-0.5,;0,0,1,;0.75573,0.654884,0,;-0.654884,0.75573,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;-1,-1,-1,;
300;21;1,0,0,;0,1,1,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;-1,-1,-1,;
300;22;1,0,0,;0,1,1,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;-1,-1,-1,;
300;27;1,0,-0.5,;0,1,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;0.81,0,0,;0,1,0,;0,0,1,;-1,-1,-1,;
300;28;1,0,-1,;0,1,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;0.81,0,0,;0,1,0,;0,0,1,;-1,-1,-1,;
300;30;1,0,-10.5,;0,1,-6,;0,0,1,;0.999942,-0.0107546,0,;0.0107546,0.999942,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;-1,-1,-1,;
300;32;1,0,0,;0,1,0,;0,0,1,;0.933989,0.357301,0,;-0.357301,0.933989,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;-1,-1,-1,;
300;1;1,0,3.5,;0,1,-6,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;-1,-1,-1,;
300;26;1,0,1.5,;0,1,0,;0,0,1,;0.989175,-0.14673,0,;0.14673,0.989175,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;-1,-1,-1,;
360;10;1,0,0,;0,1,0,;0,0,1,;-0.70848,-0.705731,0,;0.705731,-0.70848,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;-1,-1,-1,;
360;13;1,0,0.5,;0,1,2,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;0.617705,0,0,;0,0.544872,0,;0,0,1,;-1,-1,-1,;
360;15;1,0,0,;0,1,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;-1,-1,-1,;
360;24;1,0,-1,;0,1,-0.5,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;0.9,0,0,;0,1,0,;0,0,1,;-1,-1,-1,;
360;25;1,0,0,;0,1,-0.5,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;0.9,0,0,;0,1,0,;0,0,1,;-1,-1,-1,;
360;5;1,0,-0.5,;0,1,-1,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;1.21,0,0,;0,1.1,0,;0,0,1,;-1,-1,-1,;
360;14;1,0,0.5,;0,1,0.5,;0,0,1,;0.929786,0.368103,0,;-0.368103,0.929786,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;-1,-1,-1,;
360;16;1,0,-0.5,;0,1,-0.5,;0,0,1,;0.75573,0.654884,0,;-0.654884,0.75573,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;-1,-1,-1,;
360;21;1,0,-0.5,;0,1,1,;0,0,1,;0.922776,0.385336,0,;-0.385336,0.922776,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;-1,-1,-1,;
360;22;1,0,0.5,;0,1,1,;0,0,1,;0.922556,-0.385862,0,;0.385862,0.922556,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;-1,-1,-1,;
360;27;1,0,-0.5,;0,1,-1.5,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;0.81,0,0,;0,0.59049,0,;0,0,1,;-1,-1,-1,;
360;28;1,0,-1,;0,1,-1.5,;0,0,1,;0.999364,0.0356557,0,;-0.0356557,0.999364,0,;0,0,1,;0.81,0,0,;0,0.584585,0,;0,0,1,;-1,-1,-1,;
360;30;1,0,-10.5,;0,1,-6,;0,0,1,;0.999942,-0.0107546,0,;0.0107546,0.999942,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;-1,-1,-1,;
360;32;1,0,0,;0,1,0,;0,0,1,;0.962585,-0.270979,0,;0.270979,0.962585,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;-1,-1,-1,;
360;1;1,0,3,;0,1,-4.5,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;-1,-1,-1,;
360;26;1,0,3,;0,1,2.5,;0,0,1,;0.961159,-0.275994,0,;0.275994,0.961159,0,;0,0,1,;1,0,0,;0,1,0,;0,0,1,;-1,-1,-1,;
